,herb_id,frequency,freq_ratio
698,698.0,3.0,8.884940026654821e-05
699,699.0,2127.0,0.06299422478898267
700,700.0,1427.0,0.04226269806012143
701,701.0,326.0,0.009654968162298237
702,702.0,57.0,0.0016881386050644157
703,703.0,615.0,0.01821412705464238
704,704.0,104.0,0.0030801125425736708
705,705.0,1802.0,0.053368873093439954
706,706.0,1.0,2.9616466755516066e-05
707,707.0,262.0,0.00775951428994521
708,708.0,366.0,0.01083962683251888
709,709.0,30.0,0.000888494002665482
710,710.0,1447.0,0.04285502739523175
711,711.0,2081.0,0.061631867318228936
712,712.0,2.0,5.923293351103213e-05
713,713.0,46.0,0.0013623574707537392
714,714.0,3.0,8.884940026654821e-05
715,715.0,55.0,0.0016289056715533836
716,716.0,13.0,0.00038501406782170884
717,717.0,174.0,0.005153265215459796
718,718.0,547.0,0.01620020731526729
719,719.0,125.0,0.0037020583444395084
720,720.0,59.0,0.0017473715385754479
721,721.0,7.0,0.00020731526728861246
722,722.0,4.0,0.00011846586702206426
723,723.0,633.0,0.01874722345624167
724,724.0,199.0,0.005893676884347697
725,725.0,5.0,0.00014808233377758035
726,726.0,8.0,0.00023693173404412853
727,727.0,10.0,0.0002961646675551607
728,728.0,3.0,8.884940026654821e-05
729,729.0,2933.0,0.08686509699392862
730,730.0,543.0,0.016081741448245226
731,731.0,18.0,0.0005330964015992892
732,732.0,175.0,0.0051828816822153114
733,733.0,4.0,0.00011846586702206426
734,734.0,12.0,0.00035539760106619283
735,735.0,41.0,0.0012142751369761588
736,736.0,57.0,0.0016881386050644157
737,737.0,62.0,0.001836220938841996
738,738.0,2.0,5.923293351103213e-05
739,739.0,12.0,0.00035539760106619283
740,740.0,178.0,0.00527173108248186
741,741.0,13.0,0.00038501406782170884
742,742.0,1383.0,0.04095957352287872
743,743.0,1.0,2.9616466755516066e-05
744,744.0,2.0,5.923293351103213e-05
745,745.0,332.0,0.009832666962831334
746,746.0,10.0,0.0002961646675551607
747,747.0,1.0,2.9616466755516066e-05
748,748.0,163.0,0.004827484081149119
749,749.0,32.0,0.0009477269361765141
750,750.0,2.0,5.923293351103213e-05
751,751.0,1.0,2.9616466755516066e-05
752,752.0,27.0,0.0007996446023989338
753,753.0,4.0,0.00011846586702206426
754,754.0,30.0,0.000888494002665482
755,755.0,124.0,0.003672441877683992
756,756.0,1.0,2.9616466755516066e-05
757,757.0,79.0,0.0023397008736857692
758,758.0,1127.0,0.033377758033466605
759,759.0,77.0,0.002280467940174737
760,760.0,16.0,0.00047386346808825705
761,761.0,259.0,0.007670664889678661
762,762.0,8.0,0.00023693173404412853
763,763.0,934.0,0.027661779949652007
764,764.0,1.0,2.9616466755516066e-05
765,765.0,2.0,5.923293351103213e-05
766,766.0,2.0,5.923293351103213e-05
767,767.0,2.0,5.923293351103213e-05
768,768.0,102.0,0.0030208796090626386
769,769.0,1478.0,0.04377313786465275
770,770.0,1.0,2.9616466755516066e-05
771,771.0,127.0,0.0037612912779505406
772,772.0,74.0,0.002191618539908189
773,773.0,260.0,0.007700281356434177
774,774.0,46.0,0.0013623574707537392
775,775.0,1936.0,0.057337479638679106
776,776.0,11.0,0.00032578113431067676
777,777.0,1466.0,0.04341774026358655
778,778.0,2.0,5.923293351103213e-05
779,779.0,2.0,5.923293351103213e-05
780,780.0,2.0,5.923293351103213e-05
781,781.0,396.0,0.011728120835184363
782,782.0,2.0,5.923293351103213e-05
783,783.0,195.0,0.005775211017325633
784,784.0,791.0,0.02342662520361321
785,785.0,233.0,0.006900636754035244
786,786.0,122.0,0.00361320894417296
787,787.0,39.0,0.0011550422034651267
788,788.0,5.0,0.00014808233377758035
789,789.0,5.0,0.00014808233377758035
790,790.0,6.0,0.00017769880053309641
791,791.0,136.0,0.004027839478750185
792,792.0,265.0,0.007848363690211758
793,793.0,1.0,2.9616466755516066e-05
794,794.0,5.0,0.00014808233377758035
795,795.0,3.0,8.884940026654821e-05
796,796.0,2.0,5.923293351103213e-05
797,797.0,10.0,0.0002961646675551607
798,798.0,2.0,5.923293351103213e-05
799,799.0,843.0,0.024966681474900044
800,800.0,92.0,0.0027247149415074784
801,801.0,243.0,0.007196801421590404
802,802.0,39.0,0.0011550422034651267
803,803.0,6.0,0.00017769880053309641
804,804.0,3.0,8.884940026654821e-05
